ETid,Country,Date of Decision,Fine (EUR),Sector,Type of Violation,Summary,stratum,manual_label,confidence,notes
1180,Romania,5/24/2022,5000,Health Care,Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 5,000 on MED LIFE S.A.. The company had disposed of documents containing sensitive patient data in a publicly accessible garbage can. An individual had found these documents and filed a complaint with the DPA. During its investigation, the DPA found that MED Life had not taken adequate technical and organizational measures to protect personal data and avoid such incidents.",nonmal_kw,cyber_nonmalicious,Medium,documents in publicly accessible bin (physical disposal)
2084,Italy,8/31/2023,10000,Health Care,Non-compliance with general data processing principles,"The Italian DPA has fined Mednow Medical Center di Giugni Marco EUR 10,000. An individual had filed a complaint with the DPA because the controller had inadvertently sent the results of a medical examination to the wrong recipient. In addition, the controller had failed to properly fulfill the individual's data subject rights and only complied with the data subject's requests upon the DPA's notice.",nonmal_kw,cyber_nonmalicious,High,results to wrong recipient
2081,Romania,10/2/2023,1000,Transportation and Energy,Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 1,000 on Cez VÃ¢nzare S.A.. The controller had accidentally sent emails containing personal customer data to the wrong recipients. 
The DPA found that the controller had failed to implement adequate technical and organizational measures to protect personal data.",nonmal_kw,cyber_nonmalicious,High,emails to wrong recipients
717,Sweden,6/7/2021,50000,Health Care,Insufficient fulfilment of information obligations,"The Swedish DPA has imposed a fine of EUR 50,000 on Region Stockholm. The fine is related to an investigation against three companies and three Swedish regions. 

In all 21 regions of Sweden, a telephone hotline that offers advice on various health-related topics can be reached by dialing 1177. Each region operates its own health advice service, either internally or through contracted subcontractors, but together they form a national network.
In 2019, the media reported that recorded calls to the 1177 helpline were available on a web server without password protection or other security measures. 
All calls to the 1177 number initially went to the company Inera, which managed and developed the shared systems. Calls to the number 1177 from people living in the Stockholm, SÃ¶rmland and VÃ¤rmland regions were put through by Inera to Medhelp AB, which took the calls. Medhelp had in turn contracted the Thai company Medicall Co Ltd. to take calls on weekends and at night. Both Medhelp and Medicall had a contract with the technology company Voice Integrate Nordic AB for, among other things, call recordings. A data breach had then occurred in which recordings of calls to the number 1177 were available on the Internet on a storage server belonging to Voice Integrate. 
The incident resulted from the misconfiguration of a network-attached storage device that was publicly accessible over the Internet and did not use encrypted communications. A large number of calls were accessed due to the vulnerability. 

The DPA imposed the fine on Region Stockholm for collecting call data from data subjects without first properly informing them of its processing.",nonmal_kw,cyber_nonmalicious,High,1177 case
636,Spain,4/13/2021,90000,"Media, Telecoms and Broadcasting",Insufficient legal basis for data processing,"The Spanish DPA (AEPD) has imposed a fine of EUR 150,000 on Vodafone EspaÃ±a S.A.U.. Three data subjects had filed complaints with the AEPD against the controller. They complained about receiving unsolicited text messages from the controller informing them of new invoices, even though there was no longer a contractual relationship between them and the controller. Moreover, there were no outstanding invoices, as the amount to be paid was always zero euros. The data subjects had asked the controller several times to stop sending them text messages and to delete their data. The controller had explained that the messages had been sent due to a technical error and assured the data subjects that they would no longer receive such notifications in the future. However, the sending continued. The original fine of EUR 150,000 was reduced to EUR 90,000 due to immediate payment and admission of guilt.",nonmal_kw,not_cyber,High,unsolicited messages / erasure (subject rights)
1283,Spain,7/13/2022,132000,"Finance, Insurance and Consulting",Insufficient technical and organisational measures to ensure information security,"The Spanish DPA has imposed a fine on DKV Seguros y Reaseguros, S.A.E.. An individual had filed a complaint with the DPA after receiving multiple e-mails from the controller containing information from an unknown person. The controller had sent 51 emails with medical certificates containing the names, surnames and data on medical tests of the data subjects to the wrong recipient. The complainant had alerted the controller to the wrong mailing several times, but the controller did not respond until it learned of the complaint to the DPA. The controller had not reported the data breach to the DPA. 
In the course of its investigation, the DPA found that the controller had failed to implement appropriate technical and organizational measures to ensure a level of data protection security appropriate to the risk. The original fine of EUR 220,000 was reduced to EUR 132,000 due to voluntary payment and admission of responsibility.",nonmal_kw,cyber_nonmalicious,High,51 medical certificates to wrong recipient
197,Spain,2/3/2020,75000,"Media, Telecoms and Broadcasting",Insufficient legal basis for data processing,"The data subject, a former customer of the company, continued to receive invoice notifications, although at that time there was neither a contractual relationship nor any payment overdue from the expired contractual relationship. As a reason for the incorrect mailings Vodafone indicated a technical error.",nonmal_kw,not_cyber,High,billing notifications w/o contract; processing basis
2506,Finland,12/17/2024,950000,"Finance, Insurance and Consulting",Insufficient technical and organisational measures to ensure information security,"The Finnish DPA has imposed a fine of EUR 950,000 on Sambla Group Oy. Security vulnerabilities in two of its comparison portals allowed unauthorized persons to access personal data, such as income, housing costs, and marital status of credit applicants, via unsecured links.",nonmal_kw,cyber_nonmalicious,Medium,unsecured links exposed data; no attacker stated
1352,Isle OF Man,7/13/2022,202000,Health Care,Non-compliance with general data processing principles,"The DPA of Isle of Man has imposed a fine of EUR 202,000 on Manx Care Ltd. Manx Care had emailed an unsecured attachment containing a patient's confidential health information to more than 1870 recipients. The DPA had subsequently issued an enforcement notice against Manx Care. However, Manx Care had failed to comply with the DPA's orders. As a result, the DPA came to the decision to impose a fine on the company. The DPA primarily found that the company had failed to implement appropriate technical and organizational measures to protect personal data. Also, the DPA found that the company had violated the principle of data minimization according to Art. 5 (1) c) GDPR by sending the patient's data to persons not related to the patient's care. Finally, the DPA found that the company had not informed the data subject of the data breach.",nonmal_kw,cyber_nonmalicious,High,unsecured attachment to 1870 recipients
1992,Spain,7/27/2023,1200,Industry and Commerce,Insufficient technical and organisational measures to ensure information security,"The Spanish DPA has imposed a fine on FONTANORTE, S.L.. The controller had disposed of documents containing personal data in publicly accessible trash containers. The original fine of EUR 2,000 was reduced to EUR 1,200 due to voluntary payment and admission of responsibility.",nonmal_kw,cyber_nonmalicious,Medium,documents in public trash (physical disposal)
2604,Croatia,3/24/2025,40000,"Media, Telecoms and Broadcasting",Insufficient legal basis for data processing,"The Croatian DPA (AZOP) has imposed a fine of EUR 40,000 on a company that published personal data of sole traders on its website. The data originated from public sources and from the financial agency FINA. Although publicly accessible, the authority found that there was no valid legal basis for the publication. Furthermore, the company did not inform the data subjects about the processing of their data and did not properly document its processing activities. Another point of concern was that the data protection officer was also the managing director of the company, which constitutes a conflict of interest under the GDPR. Therefore, the company was fined for breaching Art. 5 (1) (a) and (e), Art. 6 (1) (f), Art. 12, Art. 14, Art. 30, and Art. 38 (3) and (6) GDPR.",nonmal_kw,not_cyber,High,unlawful publication of sole-trader data (legal basis)
914,Spain,11/23/2021,40000,"Media, Telecoms and Broadcasting",Insufficient legal basis for data processing,"The Spanish DPA (AEPD) has fined Vodafone EspaÃ±a S.A.U. EUR 40,000. An individual had filed a complaint against Vodafone with the DPA because her cell phone line was transferred to a third party without her consent and she was charged amounts from a third party phone line. The reason for this was a technical error in Vodafone's systems.",nonmal_kw,not_cyber,Low,"line transferred via technical error; processing error, borderline"
1409,Romania,9/22/2022,2000,"Finance, Insurance and Consulting",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 2,000 on Bitfactor SRL. 
The controller had notified the DPA of a data breach pursuant to Art. 33 GDPR. 
Due to a malfunction of an application of the controller, marketing messages were sent to users of the website, resulting in a breach of confidentiality of the personal data concerning 1757 data subjects.
During its investigation, the DPA found that the controller did not take adequate technical and organizational measures to protect the personal data of the data subjects.",ambiguous_kw,cyber_nonmalicious,Medium,app malfunction breached confidentiality
1503,Romania,11/25/2022,3000,"Finance, Insurance and Consulting",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 3,000 on OTP LEASING ROMANIA IFN SA. The controller had reported a data breach to the DPA pursuant to Art. 33 GDPR. 
An individual had informed the controller that they had gained unauthorized access to an IT platform operated by the controller by changing the URL address and creating an administrator account. This enabled the person to gain unauthorized access to personal data. The DPA found that the controller had failed to take appropriate technical and organizational measures to protect personal data. This resulted in unauthorized access to the personal data.",ambiguous_kw,cyber_malicious,Medium,URL manipulation + admin account (exploit); reporter may be benign
1293,Croatia,7/21/2022,285000,"Media, Telecoms and Broadcasting",Insufficient technical and organisational measures to ensure information security,"The Croatian DPA has fined a telecommunications company EUR 285,000. The company had suffered a data breach. Attackers had managed to access data from about 100,000 data subjects. 

During its investigation, the DPA found that such a breach was facilitated by the company's failure to implement adequate technical and organizational security measures for the processing of personal data. For example, the processing systems lacked access restrictions. 

In assessing the fine, it was taken into aggravating account that the company is one of the leading telecommunications companies in Croatia and therefore, due to the high volume of data processed there, the risk of an attack on the systems was to be expected. 

For this very reason, the company should have paid more attention to ensuring that sufficient safety measures were taken.",ambiguous_kw,cyber_malicious,High,attackers accessed 100k records
1519,Ireland,1/26/2022,5000,"Finance, Insurance and Consulting",Insufficient technical and organisational measures to ensure information security,"The Irish DPA has imposed a fine of EUR 5,000 on Slane Credit Union Ltd. The controller had notified the DPA of a data breach in 2018.  Due to an error in a search engine optimization tool installed on the controller's website, four reports of member inquiries containing personal member data were unintentionally published. 
The incident affected 76 members, including minors, and their personal data such as names, addresses, gender, birth dates, account numbers, etc. 

The DPA found that the controller had failed to implement adequate technical and organizational measures to protect personal data. 

In addition, the DPA concluded that the controller failed to conduct due diligence on the processor and to conclude a GDPR compliant contract with the processor.",ambiguous_kw,cyber_nonmalicious,High,SEO-tool error published member reports
858,Norway,9/20/2021,40200,Public Sector and Education,Insufficient technical and organisational measures to ensure information security,"The Norwegian DPA has imposed a fine of EUR 40,200 on the municipality of HÃ¸ylandet. The latter had reported a data breach to the DPA in accordance with Art. 33 GDPR. An employee gained access to several image files (bitmap) when she had to create new letter templates and insert an image logo from the file.
The image files that the employee had access to contained sensitive information about individuals who had no connection with the municipality of HÃ¸ylandet. The information included health data among others. The DPA found that the municipality had not implemented appropriate technical and organizational measures to ensure a level of security appropriate to the risk to the data subjects. Instead, the municipality stated that it had simply asked employees using the relevant computer program to avoid opening bitmap files that were not created by the municipality. The error has meanwhile been corrected and the municipality has introduced a new internal control system.",ambiguous_kw,cyber_nonmalicious,High,employee accidentally accessed sensitive files (misconfig)
2852,Spain,8/25/2025,1800,Transportation and Energy,Insufficient technical and organisational measures to ensure information security,"The Spanish DPA has imposed a fine of EUR 1,800 on LEIVA BUS, S.L. The controller leaked personal data due to insufficient technical and organisational measures to ensure data security. The original fine of EUR 3,000 was reduced to EUR 1,800 due to immediate payment and admission of responsibility by the controller.",ambiguous_kw,unclear,Medium,"""leaked data due to insufficient measures"" - no mechanism"
510,Poland,12/9/2020,18850,"Finance, Insurance and Consulting",Insufficient fulfilment of data breach notification obligations,"An insurance agent hired by the controller had sent an email to unauthorized third parties in regard to insurance policies that contained personal data of two of the company's customers after they had mistakenly provided false email addresses. The leaked data included data such as the names, email adresses and postal addresses of the data subjects. The controller had not informed either the Polish DPA nor the data subjects about the data breach in a timely manner within 72 hours. The controller believed that there was no breach requiring notification because the data subjects themselves had mistakenly provided incorrect e-mail addresses. The Polish DPA states that this circumstance does not release the controller from its obligation to report this data breach in a timely manner.",ambiguous_kw,cyber_nonmalicious,High,email to wrong (customer-provided) addresses
1847,Romania,5/12/2023,1000,"Finance, Insurance and Consulting",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 1,00 on the insurance company NN Asigur?ri de Via?? S.A.. The controller had notified the authority of a data breach pursuant to Art. 33 GDPR. The controller had made a number of technical changes to its systems that allowed some website visitors to access personal data of other individuals. This led to the unauthorized access of personal data such as name, ID card number, email, etc. of two individuals. During its investigation, the DPA found that the controller had failed to take appropriate technical and organizational measures to protect personal data, which facilitated such an incident.",ambiguous_kw,cyber_nonmalicious,High,technical change let visitors access others' data
2072,France,10/12/2023,600000,"Media, Telecoms and Broadcasting",Insufficient fulfilment of data subjects rights,"The French DPA has imposed a fine of EUR 600,000 on GROUPE CANAL+ for multiple violations of the GDPR. The DPA determined that the data controller failed to demonstrate that it had obtained valid prior consent from individuals for sending electronic promotional messages. Additionally, the DPA found that the data controller did not provide adequate information regarding the retention periods of personal data in its privacy statement. Furthermore, the DPA observed that the data controller's processors did not furnish sufficient information to potential customers during marketing calls. Moreover, the DPA found that the data controller did not adequately respond to requests from data subjects in certain cases. In addition, the data controller failed to establish contractual regulations for the processing of personal data by its processors. Finally, the DPA noted that the controller had not properly secured passwords for the company's employees and failed to report a data breach. In determining the amount of the fine, the DPA considered the violations identified, as well as the company's cooperation and corrective actions taken during the proceedings to ensure compliance.",ambiguous_kw,not_cyber,Medium,mixed; mainly consent/marketing/subject-rights
40,Lithuania,5/16/2019,61500,"Finance, Insurance and Consulting",Insufficient fulfilment of data breach notification obligations,"During an inspection, the Lithuanian Data Protection Supervisory Authority found that the controller processed more data than necessary to achieve the purposes for which he was a controller. In addition, it became known that from 09 - 10 July 2018 payment data were publicly available on the internet due to inadequate technical and organisational measures. 9,000 payments with 12 banks from different countries were affected. According to the supervisory authority, a data breach notification pursuant to Art. 33 GDPR would have been necessary. The controller did not report the Data Breach.",ambiguous_kw,cyber_nonmalicious,High,payment data publicly available (exposure)
751,The Netherlands,5/31/2021,450000,"Finance, Insurance and Consulting",Insufficient technical and organisational measures to ensure information security,"The Dutch DPA (AP) has fined UWV (the Dutch employee insurance service provider - 'Uitvoeringsinstituut Werknemersverzekeringen) EUR 450,000. The UWV had not properly secured the sending of group messages via the ""My Workbook"" environment. This is a personal environment on the UWV website where job seekers have contact with the UWV. As a result, there were multiple data leaks of personal information, including health information, from a total of more than 15,000 individuals.",ambiguous_kw,cyber_nonmalicious,High,insecure group messaging caused leaks
612,The Netherlands,12/10/2020,475000,Accomodation and Hospitality,Insufficient fulfilment of data breach notification obligations,"The Dutch DPA (Autoriteit Persoonsgegevens) has fined Booking.com EUR 475,000 for not reporting a data breach to the DPA in a timely manner. In December 2018, criminals gained access to the data of 4,109 people who had booked a hotel room through the booking site. That included their names, addresses and phone numbers, as well as details about their booking. The criminals also accessed the credit card data of 283 people and managed to access the credit card's security code in 97 cases. Furthermore, they tried to get other victims' credit card details by pretending to be Booking.com employees via email or phone. Booking.com was notified of the data breach on January 13, 2019, but did not report it to the DPA until February 7, 2019. The controller was thus 22 days late in reporting the data breach, as it is required to report a data breach to the DPA within 72 hours.",ambiguous_kw,cyber_malicious,High,criminals accessed booking data
584,Poland,1/11/2021,30000,Transportation and Energy,Insufficient fulfilment of data breach notification obligations,"The Polish DPA (UODO) fined Enea S.A. EUR 30,000 for the controller's failure to report a personal data breach, in violation of Art. 33 (1) GDPR. The DPA received information about a personal data breach from a person who had become an unauthorized recipient of personal data. The breach consisted of sending an email with an unencrypted, non-password protected attachment that contained personal data of several hundred individuals. The sender of the email was an employee of the sanctioned controller.",ambiguous_kw,cyber_nonmalicious,High,unencrypted attachment to wrong recipient
1500,Romania,11/21/2022,20000,"Finance, Insurance and Consulting",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 20,000 on ING Bank NV Amsterdam Sucursala Bucure?ti. 
The bank had reported a data breach to the DPA pursuant to Art. 33 GDPR. 
Several personal data of customers, such as ID card data, bank data, bank card data, etc., were accessed and disclosed without authorization. This resulted in payment transactions being carried out by unauthorized third parties. During its investigation, the DPA found that the bank had failed to implement adequate technical and organizational measures to protect personal data, which allowed the unauthorized access.",ambiguous_kw,cyber_malicious,Medium,unauthorized access + fraudulent transactions
2600,Denmark,11/12/2024,6700,Health Care,Insufficient technical and organisational measures to ensure information security,"The Danish DPA has imposed a fine of EUR 9,700 on Uptime-IT ApS. Uptime-IT ApS, the data processor for a chiropractic clinic, failed to install sufficient security measures, resulting in a data breach.",ambiguous_kw,unclear,Medium,"""failed to install security, data breach"" - no mechanism"
2326,Poland,4/30/2024,210,Individuals and Private Associations,Insufficient fulfilment of data breach notification obligations,The Polish DPA has fined an association EUR 210 for failing to report a data breach to the DPA in a timely manner.,ambiguous_kw,unclear,Low,late breach reporting; no breach detail
2858,Estonia,9/5/2025,3000000,Industry and Commerce,Insufficient technical and organisational measures to ensure information security,"The Estonian DPA has imposed a fine of EUR 3,000,000 on Allium UPI. The controller failed to implement adequate technical and organisational measures to ensure data security. This resulted in a data breach involving the personal data of 750,000 individuals, including children and other vulnerable groups.",ambiguous_kw,unclear,Medium,"""data breach"" 750k - no mechanism"
672,The Netherlands,6/16/2020,7500,Public Sector and Education,Insufficient fulfilment of data breach notification obligations,"The Dutch DPA (AP) fined the Overijssel local branch of the PVV party EUR 7,500 for failing to notify the AP of a personal data breach, in violation of Art. 33 GDPR. An email regarding the convening of a meeting had been sent via an open distribution list due to a human error. Since the total of 101 recipients were addressed as ""Friends of the PVV"" in the email, the political beliefs of the data subjects were thus disclosed to all addressees.",ambiguous_kw,cyber_nonmalicious,High,open distribution list (human error)
2895,Romania,10/9/2025,25000,Transportation and Energy,Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 25,000 on EON ENERGIE ROMANIA S.A. The controller failed to implement adequate technical and organisational measures, resulting in a data breach.",ambiguous_kw,unclear,Medium,"""data breach"" - no mechanism"
1840,Malta,2020,2000,Not assigned,Insufficient technical and organisational measures to ensure information security,A third party has gained unauthorized access to another person's account.,ambiguous_kw,cyber_malicious,Low,one line: third party accessed another's account
483,Poland,12/14/2020,443000,"Media, Telecoms and Broadcasting",Insufficient technical and organisational measures to ensure information security,"The Polish DPA (UODO) fined Virgin Mobile Polska EUR 443,000 due to a data leak that allowed unauthorized third parties to access personal data stored by Virgin Mobile Polska as a result of inadequate security measures. The DPA notes that the company did not conduct regular and extensive tests on the effectiveness of the measures applied to ensure data security. Indeed, activities in this regard were conducted only in the event of a suspected security leak.",ambiguous_kw,cyber_malicious,Low,"""unauthorized third parties accessed""; mechanism unstated"
836,Denmark,9/16/2021,10000,Public Sector and Education,Insufficient technical and organisational measures to ensure information security,"The Danish DPA has imposed a fine of EUR 10,000 on Favrskov municipality. 

On August 19, 2020, the DPA received a notification from Favrskov Municipality of a personal data breach under Art. 33 GDPR.  The notification stated that during a break-in at the municipality's premises, a laptop was stolen which contained a program that provided an overview of the municipality's care facilities and thus information on the names and personal identity numbers of approximately 100 individuals with physical or mental disabilities.

The computer hard drive in question was not encrypted and the program in question, which contained confidential and sensitive personal data, was not equipped with security measures.

In reviewing the case, the DPO found that Favrskov Municipality had not ensured the encryption of the hard drives of the municipality's laptops for a long period of time prior to August 12, 2020, resulting in an inadequate level of security.

The DPA considered this to be a violation of Art. 32 GDPR, as the municipality had failed to implement appropriate technical and organizational measures to ensure a level of protection commensurate with the risk.",ambiguous_kw,cyber_malicious,Low,"laptop stolen in break-in; physical theft, not really cyber"
2397,Spain,6/26/2024,80000,Real Estate,Insufficient technical and organisational measures to ensure information security,"The Spanish DPA has imposed a fine on AXA REAL ESTATE INVESTMENT MANAGERS IBERICA S.A. y SEUR GEOPOST, S.L.. The controller had suffered a security incident which, according to the DPA, had occurred due to the company's failure to implement appropriate technical and organizational measures to protect personal data. The original fine of EUR 100,000 was reduced to EUR 80,000 due to voluntary payment.",ambiguous_kw,unclear,Medium,"""security incident"" - unspecified"
2717,Romania,5/16/2025,5000,"Finance, Insurance and Consulting",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 5,000 on ACCOUNTING & AUDIT CONSULTING SRL. The controller did not implement sufficient technical and organisational measures to ensure information security, resulting in a data breach.",ambiguous_kw,unclear,Medium,"""insufficient measures, data breach"" - no mechanism"
1479,Romania,11/7/2022,2000,Transportation and Energy,Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 2,000 on the Romanian Post. The Post suffered a data breach where staff lost several mailings containing pension statements, employment certificates and death certificates. The incident affected 35 individuals (recipients).
The DPA found that the Post had failed to implement adequate technical and organizational measures to protect personal data that might have prevented such an incident.",ambiguous_kw,cyber_nonmalicious,High,staff lost mailings (lost post)
160,Romania,11/29/2019,500,Real Estate,Insufficient technical and organisational measures to ensure information security,The association used video surveillance systems without proper information according to Art. 13 GDPR and without adequate security measures regarding the persons having access to the system.,tom_no_kw,not_cyber,High,CCTV
212,Italy,1/23/2020,30000,Health Care,Insufficient technical and organisational measures to ensure information security,"The fine was preceded by access to health data by unauthorised persons, allowing a trainee and a radiologist to gain access to the health data of their colleagues. The investigations revealed that the technical and organisational measures taken by the hospital to protect health data had proved to be insufficient to ensure adequate protection of patients' personal data, resulting in unlawful data processing. According to the data protection authority, the breach could have been avoided if the hospital had simply followed the guidelines for health records issued by the data protection authority in 2015, which stipulate that access to health records must be restricted only to health personnel involved in patient care.",tom_no_kw,cyber_nonmalicious,Medium,insider snooping via weak access controls - which class?
2555,United Kingdom,9/26/2024,904000,Public Sector and Education,Insufficient technical and organisational measures to ensure information security,"The ICO fined the Police Service of Northern Ireland Â£750,000 (EUR 904,000) after accidentally publishing personal data of 9,483 police officers and staff on the internet. The breach caused significant distress for PSNI officers and staff, as their personal information, including names, ranks, roles, and location of post, was exposed. Many feared for their safety, with concerns that dissident groups could use the data to intimidate or target them, creating fear and uncertainty.",tom_no_kw,cyber_nonmalicious,High,accidental publication of officer data
822,Spain,8/23/2021,1800,Not assigned,Insufficient technical and organisational measures to ensure information security,"The Spanish DPA (AEPD) has imposed a fine on an agency. The controller had disposed of documents containing personal data of its clients in the garbage. The AEPD considered this to be a lack of security and data protection measures in the sense of Art. 32 GDPR, which states that ""the controller and processor shall implement appropriate technical and organizational measures to ensure an adequate level of security."" The original fine of EUR 3,000 was reduced to EUR 1,800 due to voluntary payment and acknowledgement of responsibility.",tom_no_kw,cyber_nonmalicious,Medium,documents in garbage (physical disposal)
1655,Belgium,8/23/2022,2500,Industry and Commerce,Insufficient technical and organisational measures to ensure information security,"The Belgian DPA has imposed a fine of EUR 2,500 on a company. The company operates a digital management platform where suppliers and customers can communicate and upload administrative documents. An individual, who is not themselves a member of the platform, had filed a complaint with the DPA. Since the complainant's roommate is a member of the platform, the complainant asked them to upload the joint water bill, which was in the complainant's name. The platform recognized the complainant's name and sent the roommate an invitation to connect with additional companies through the platform where the complainant was a customer. Although the roommate did not accept the invitation, they were able to view various data concerning the complainant. The DPA found that the company had failed to implement appropriate technical and organizational measures to protect personal data, in order, for example, to prevent easy access to third-party data.",tom_no_kw,cyber_nonmalicious,Medium,platform design flaw exposed data
27,Germany,4/12/2019,80000,"Finance, Insurance and Consulting",Insufficient technical and organisational measures to ensure information security,"In an administrative decision dated 12 April 2019, the authority imposed a fine of 80,000 euros on a medium-sized financial services company. This company had failed to take the necessary care to preserve the integrity and confidentiality of information within the meaning of Art. 5 para. 1 lit. f GDPR when disposing of documents containing personal data of two customers. Thus, without prior anonymisation, the papers were disposed of in the general waste paper recycling system, where the documents were found by a neighbour.",tom_no_kw,cyber_nonmalicious,Medium,documents in waste paper (physical disposal)
241,Romania,2/11/2020,3000,"Media, Telecoms and Broadcasting",Insufficient technical and organisational measures to ensure information security,"Vodafone Romania had incorrectly processed personal data of an individual in order to process a complaint, which was subsequently sent to a wrong e-mail address. The reason for this was that there were insufficient security measures in place to prevent such erroneous data processing.",tom_no_kw,cyber_nonmalicious,High,data to wrong email
402,Italy,9/7/2020,2000,Public Sector and Education,Insufficient technical and organisational measures to ensure information security,"Publication of personal data of students on the website of the Institute with, inter alia, notes about health and progress in school due to technical failure.",tom_no_kw,cyber_nonmalicious,Medium,student data published via technical failure
469,Sweden,12/3/2020,243800,Health Care,Insufficient technical and organisational measures to ensure information security,"The Swedish DPA (Integritetsskyddsmyndigheten) fined Ã–stergÃ¶tland Region SEK 2,500,000 (EUR 243,800) for failing to implement adequate technical and organizational measures to ensure information security. It was found that there was no risk analysis regarding the access to patient data. Authorizations for users of the hospital information system Cosmic were not assigned according to the principle of minimum access. This gave users full access to confidential patient data that they did not need for work purposes.",tom_no_kw,cyber_nonmalicious,High,no access control - over-broad access to patient data
2738,Spain,5/26/2025,1380000,Transportation and Energy,Insufficient technical and organisational measures to ensure information security,"The Spanish DPA imposed a fine of EUR 1,380,000 on REPSOL COMERCIALIZADORA DE ELECTRICIDAD Y GAS, S.L. The controller used outdated technical and organisational measures to manage customer contracts. This resulted in an individual receiving energy bills, without having a contract with the controller. The size of the controller, a multinational company, and the large amount of personal data being processed, were seen as aggravating factors.",tom_no_kw,not_cyber,Low,billing/processing error; borderline
2741,Spain,6/13/2025,18000,Industry and Commerce,Insufficient technical and organisational measures to ensure information security,"The Spanish DPA imposed a fine of EUR 18,000 on OCI CINE, S.L. The controller had implemented insufficient technical and organisational measures to ensure data security, resulting in customers having temporary access to the data of unrelated customers. The original fine of EUR 30,000 was reduced to EUR 18,000 due to immediate payment and admission of responsibility by the controller.",tom_no_kw,cyber_nonmalicious,High,customers could access others' data (design flaw)
1250,United Kingdom,6/9/2022,91000,Public Sector and Education,Insufficient technical and organisational measures to ensure information security,"The UK DPA (ICO) has fined the Tavistock and Portman NHS Foundation Trust EUR 91,000. The Tavistock and Portman NHS Foundation Trust is a mental health specialist trust located in London.

In early September 2019, the trust wanted to run a contest asking patients at the adult gender identity clinic to provide artwork to decorate a renovated clinic building. For this, two emails were inadvertently sent with an open distribution list (one to 912 recipients and the second to 869 recipients).

It was clear from the content of the email that all recipients were patients of the clinic. The trust immediately recognized the error and unsuccessfully attempted to recall the emails. 

As part of its investigation, the IOC determined that the trust had no technical or organizational measures in place to prevent or mitigate this highly predictable human error. The ICO rated the harm to affected individuals as high given that information about the affected individuals' relationship with a gender identity clinic is very sensitive personal information. 


Due to immediate implementation of security measures and extensive cooperation with the ICO, the fine was reduced from EUR 910,000 to EUR 91,00.",tom_no_kw,cyber_nonmalicious,High,open distribution list emails
231,Denmark,3/10/2020,14000,Public Sector and Education,Insufficient technical and organisational measures to ensure information security,"A computer, containing personal data that was not protected by encryption, has been stolen, including sensitive information and personal identification numbers of 20,620 city residents.",tom_no_kw,cyber_malicious,Low,"computer stolen; physical theft, not really cyber"
1049,Germany,2020,50100,Accomodation and Hospitality,Insufficient technical and organisational measures to ensure information security,"In order to combat the Covid 19 pandemic, a restaurant had put out an open list in which visitors had to enter their contact data. The fact that the list was openly displayed would have made it possible for unauthorized third parties to gain access to the data.",tom_no_kw,cyber_nonmalicious,Medium,open COVID contact list exposed data
1345,Germany,2021,,Health Care,Insufficient technical and organisational measures to ensure information security,A physician's office had disposed of patient records in a waste paper container used by several offices.,tom_no_kw,cyber_nonmalicious,Medium,patient records in shared waste container (physical)
892,Italy,9/16/2021,5000,Public Sector and Education,Non-compliance with general data processing principles,"The Italian DPA (Garante) has imposed a fine of EUR 5,000 on the municipality of Montalbano Jonico. An individual had filed a complaint against the municipality with the DPA. He complained that a document was publicly available on the municipality's website, which contained personal data about himself and his father. Under the ""Documents and Data"" section of the website, the files of the municipality could be viewed. In this context, it was possible to access a decision on a settlement for the overcoming and removal of architectural barriers in their home by filling out the corresponding search form. The decision clearly contained personal data and information in the text and subject line, such as the name of the complainant and his dependent father, with a reference to his situation as a disabled person. The text of the decision also contained the complainant's date of birth and place of residence, as well as information about the settlement sum. The DPA considered the the publication with indication of the data to be a violation of the principle of data minimization.",no_signal,cyber_nonmalicious,Low,document publicly accessible on site; borderline minimization
3133,Spain,4/28/2026,6000,Industry and Commerce,Insufficient cooperation with supervisory authority,"The Spanish DPA has imposed a fine of EUR 6,000 on GATIGOS, S.L. The controller failed to react to multiple requests by the DPA.",no_signal,not_cyber,High,no cooperation with DPA
1491,Spain,11/11/2022,3600,Accomodation and Hospitality,Insufficient legal basis for data processing,"The Spanish DPA has imposed a fine of EUR 3,600 on XASTRE DO PETO, S.L. (restaurant). An individual had filed a complaint with the DPA due to the fact that the controller required them to fill out a form with their personal information for contact tracing purposes in the context of the Covid-19 pandemic. However, during its investigation, the DPA found that the legal basis for collecting the contact information had expired in the meantime and that the controller had therefore processed the data unlawfully. The DPA also found that the controller did not provide data subjects with sufficient information on data processing. The DPA further determined that the controller did not provide data subjects with an easy way to object to the processing of personal data.",no_signal,not_cyber,High,"COVID form, expired legal basis"
